'gene','Rheumatoid arthritis','Rheumatoid arthritis','Rheumatoid arthritis','Rheumatoid arthritis','Rheumatoid arthritis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Breast cancer','Breast cancer','Breast cancer','Breast cancer','Breast cancer'
'227677_at',7.59524497,6.906634594,6.338372187,7.414666928,6.376369638,7.550114487,7.549752443,7.106817253,4.59848849,6.643126937,6.514115469,6.369656477,6.585235489,7.175259101,6.705628115,6.935189967,6.600115252,6.782868703,6.692510642,6.283614749,6.732655322,7.217790147,5.932316384,6.913031261,4.913196357,6.102037717,5.647044769,5.71127674,5.518328508,2.561686255,5.114270754,5.437431311,5.501706025,4.837130611,5.084092634,4.366611676,4.153396548,4.786845416,6.307839788,6.682720333,6.386781167,5.270769128,5.223309976,5.68429925,4.479289096,5.183188147,5.011550051,5.100644182,5.105069749,3.70043943,1.991936161,4.25843087,3.701059015,4.354763267,4.197433172,5.043283751,5.246344279,4.660187657,5.198721312,4.522666707,4.167135339,5.822540636,5.293776718,6.19725705,5.312005716,5.819888593
'227728_at',6.343827409,6.239477381,6.282264381,6.33004268,6.509488716,5.692912324,5.294460413,6.450137264,7.908947409,7.014118588,6.843765702,7.057625274,7.019480375,7.052635517,6.79057764,7.15614728,7.130703985,7.025839083,7.018730141,5.905034001,6.43633195,5.494405618,5.35384532,5.100208491,7.411158533,7.250614281,7.506821156,7.821409683,7.269881666,7.422353003,7.484109145,7.701936862,7.558735888,6.71287138,7.771452636,7.533525415,7.770148279,7.455044242,7.408536887,7.0944609,6.96373441,7.156665919,7.722266578,7.507185391,7.751581396,7.426929624,7.883236365,7.815348261,7.817930809,7.439668102,9.083542392,9.090119787,8.451192881,9.212964271,9.022323,9.096782028,8.846821504,9.618854105,8.66043353,9.752698154,9.608259257,5.440598954,6.315238824,5.01858236,6.924052016,4.381886989
'227853_at',7.915513873,6.592266377,6.534923171,7.166055579,6.999747399,7.543047886,7.645979497,7.823606363,6.612090388,7.134673659,6.627859203,7.012148549,7.286202638,6.917134754,6.632696838,6.722518969,6.981472886,6.870954014,6.773680677,6.339050433,6.658443994,7.539817032,7.075772758,7.290899521,6.457383678,6.45427451,5.896474188,6.412551789,5.050245914,6.466677969,6.372902569,6.102819985,5.369179148,6.654639926,6.660025268,7.062365965,6.981725612,6.660620128,6.145967495,6.77648224,5.987345268,5.988943054,5.790050702,6.086042917,6.996313591,6.532481785,6.929406115,7.410160744,6.492703325,6.939177393,6.012731009,5.328230878,5.862852378,5.272431425,3.333405569,5.112134812,5.11858231,5.44451569,3.809146272,2.587314776,4.867297486,6.020406946,6.526707651,6.965160532,5.851205306,6.214717827
'227892_at',4.367096327,3.033508161,3.326134637,3.700761379,3.245144289,4.975649627,4.575238045,4.822277571,6.076589709,5.340104098,5.363961804,5.38265535,5.443179581,5.396629637,4.441384011,4.970046956,5.482882534,5.361836431,5.321400769,4.654099065,5.156516083,4.786536607,4.769252666,4.59897887,6.29848211,6.586379326,5.802295814,5.940205961,5.672350462,6.659441223,6.934032242,6.020406946,6.477636777,6.638566454,5.730368356,6.086361806,5.126448467,4.449296508,5.954570446,5.040367314,4.461934006,5.421218543,6.032559668,5.707007278,6.207563915,4.489814798,6.501723734,5.629052461,4.610650032,6.353117342,9.287504892,9.405625063,9.172539819,9.185304137,8.959911817,9.263877688,9.172539819,9.451712696,8.611022923,9.503946268,9.412541457,5.855479313,5.08573387,5.301782684,6.341437512,4.875977114
'227896_at',4.942584857,5.248397249,4.558312965,4.520088907,3.827286746,5.127000768,4.604024524,5.274782303,4.598584651,5.248279658,5.132541391,5.191952361,5.666468286,5.326573458,5.022881484,5.574724989,5.712359404,5.47046516,5.813395374,5.232904862,5.998235383,5.187433099,5.524909106,3.771847944,6.182978601,6.139276705,6.360320648,5.137596213,5.805459113,5.53470746,3.868703277,6.180401403,6.121648335,6.336299908,5.40868086,5.066846521,5.730629831,6.67110215,6.121332145,6.198224257,6.59322539,6.370496513,6.184573131,7.022907542,6.265562024,4.898259081,6.477636777,5.358600851,5.734532168,5.067161068,5.954721417,4.283196089,5.091428961,5.466144193,6.06571443,5.40807435,4.384803606,5.901768092,5.604830189,5.237260702,5.083228459,4.66373372,4.77219339,4.216749885,4.704923033,2.86985661
'227951_s_at',5.694527318,5.380034641,5.784685483,4.693813045,5.465898034,6.227767865,6.332078045,5.996477223,5.783327264,5.418429714,4.847967931,5.519988042,5.719432878,5.745383778,5.177137967,5.62748924,5.611300234,5.722947155,5.472924279,5.773944897,4.503950749,5.397253476,5.348836845,4.962760942,5.793905989,6.397827305,5.872007848,5.864409162,4.594104672,5.290535414,6.306179585,6.293960824,6.547930703,5.739109245,5.279080406,5.616578515,6.015532975,5.950199995,5.349444497,5.976943659,6.153361682,5.537992711,5.019016193,5.246573917,5.94917526,6.113585326,5.445847784,5.966565203,6.426012458,5.928121728,0.536320258,4.634954448,0.78562242,2.979581217,3.500680123,4.662751346,3.756087577,2.382005044,4.229877505,0.129591467,3.809539892,6.353966808,6.242545619,6.235603789,6.285612815,6.180092134
'227971_at',2.372927305,6.061765464,3.287784759,3.675094136,2.580926673,6.894606358,5.967285979,6.145478492,6.899828359,7.37068653,6.62727843,6.723940159,7.417184661,6.982904757,6.534923171,7.596717581,7.549033971,6.695117871,7.185896417,5.748810564,6.684072868,5.708466639,5.887250834,5.361123632,0.869460336,1.972586964,1.509938552,4.102381969,2.875119029,3.683181928,2.687132002,-0.308373478,0.804022912,2.629259003,3.637698958,3.803116956,-0.419506884,-1.50969486,2.203748053,1.970427987,3.784058783,3.317299338,2.064447086,3.218113614,2.80774794,0.311833899,3.954473271,2.796660817,-1.698241355,-0.238819226,3.374305352,3.772862064,5.204597723,4.041797099,2.01760417,5.00540856,3.788903378,3.778773074,3.665139779,3.929170806,4.133224354,2.836474709,1.056591186,2.383497405,2.557215883,2.081431837
'227994_x_at',7.196825662,6.926617156,5.859294061,7.071936343,5.124676207,8.173395228,7.813216751,7.186721877,6.603811225,6.106035207,6.135237602,6.393980816,6.426728447,6.452279986,6.50911788,6.464135991,6.499366775,6.443006918,6.144525742,6.807542981,5.952394412,6.01137041,7.307552942,6.395556165,7.047651886,6.823632567,7.42788937,6.647465376,7.157456484,7.590525805,6.876514379,6.570962325,7.076513603,6.7923007,7.499880256,7.267571025,7.955544396,7.910822308,7.340010194,6.808448386,7.272480714,7.302774552,6.737202963,6.898471397,7.713627114,7.88370109,4.812200899,6.698765827,6.868742238,6.72563551,4.358351523,5.116150363,4.439557809,1.19641433,3.431809523,1.679243463,1.843494842,2.367291315,4.798143914,2.265943638,3.349861908,8.403419397,8.372959682,7.700301269,7.639511114,8.209891558
'228010_at',3.217723971,2.779508281,3.130832607,4.10303524,3.686358413,2.941643129,3.882734822,2.281203222,6.564878235,4.818521854,4.122689738,3.496174801,3.508459671,2.936268482,3.548896775,3.959754049,4.692815713,4.538256285,3.858724826,3.309106314,3.040451268,3.943981058,4.931328882,4.012791184,8.937710408,8.905551243,8.652508111,8.992042344,9.201443382,9.383220381,8.389129527,8.672091766,8.552954177,8.560428578,9.133243401,8.154178947,8.275859947,8.48134916,8.247165576,7.995218771,8.353361686,8.60076809,8.456321055,8.146015186,8.493064737,8.382756061,8.505628322,8.241581654,7.753216638,8.415608712,4.222637404,3.509656311,4.921690195,5.305583173,1.934618581,4.236039259,3.836070413,4.824616577,4.366050547,3.249086856,3.97600864,5.581833218,6.357389744,5.32091787,3.710724901,7.459389329
'228121_at',5.570835053,5.769454082,5.473658144,5.405417526,5.502710965,6.2104988,5.701139987,6.365485775,6.910506118,5.554332961,5.801193333,5.807975691,5.735466682,5.450002586,6.071119214,5.086176244,5.366325449,5.341288557,5.783200461,4.873911766,6.554852462,5.412660687,5.330021094,5.359557612,6.501539095,7.234492766,6.744335651,6.260932013,7.135455923,6.971406782,5.765646035,6.947593577,7.200397111,6.835874964,6.337330821,6.174871378,6.551759852,6.360664184,6.510777287,6.697949559,7.018502594,6.25437078,6.92107746,7.129125343,6.499366775,6.735557352,5.909228562,6.068941939,6.091565349,5.960883249,5.599946229,5.784685483,6.777100424,6.620977249,6.379169787,7.144085732,5.557254693,6.860985688,7.373463393,6.64847515,6.76758447,6.32494369,5.705256134,5.589491366,5.943099954,8.891026159
'228269_x_at',0.802613319,0.509511113,0.323368738,0.611104344,1.653005797,4.003861066,4.559939076,3.632866027,3.986669517,4.37510963,3.323983643,3.888190314,1.97481906,3.108320765,3.674471725,3.853324454,3.676445257,4.240379332,3.308742981,2.989114245,3.88224467,2.631075121,4.582508284,1.02502533,3.979175887,4.954181593,4.440812576,4.447123012,2.489646086,3.893899515,4.730455383,4.60858002,3.761695225,4.725548393,5.367502632,4.589020424,5.793489949,4.365122161,3.616589983,5.331805924,5.875213353,5.446698757,3.220378773,4.613384697,4.936147125,6.317595503,1.580161911,2.526886653,0.923061683,5.454069415,2.837841996,3.621647342,1.696103336,0.646573721,4.231189534,2.046687044,2.301508641,3.282319741,3.213153436,2.249568529,1.53947591,2.000368029,3.310299309,2.385864529,3.100458058,4.017356623
'228335_at',3.69841843,4.923342027,3.108991016,3.79392862,4.570258225,10.16210874,10.08022287,10.14548573,5.92798257,9.743119134,9.347475454,10.0215759,10.3071959,9.779549798,9.846105477,10.05537465,9.936498834,10.18977986,10.1519891,9.074525477,9.296971778,8.309671408,9.135974096,9.099515702,8.573061926,8.417048659,9.179600067,6.579901972,8.272693902,8.798238017,6.41998397,9.982505258,9.205760337,9.851278035,9.802011578,10.16901037,9.838161496,10.09001634,10.55133591,10.61810064,9.21573404,9.338930003,10.28144587,10.34553728,9.546480483,9.851278035,10.65550932,10.08022287,10.83824198,10.75686915,3.771060901,4.566222388,5.791556345,3.141624002,2.878554071,3.510435687,4.47517139,3.449416016,3.694352377,3.725182846,3.755388063,5.525903659,6.863006205,5.556122348,6.228907427,6.109141469
'228546_at',3.647645676,1.303631124,2.732784923,0.581508995,2.877522522,3.606215133,2.137062719,4.35467335,7.744909544,3.467152234,4.140944919,2.59224915,3.655218724,3.43247827,5.741685211,2.80354949,4.93720405,3.324352727,2.802141878,2.881252456,2.983446298,4.177778917,6.103277228,4.569199146,8.665830901,9.257711001,8.519103456,8.792256358,8.406995336,8.92831812,9.161270173,8.440682255,8.515148382,8.220342077,8.855102438,7.971903135,7.903277115,8.245899889,8.093077172,7.895765307,7.841355205,7.94102316,8.088132233,7.892028823,7.810128033,7.920244469,8.012005414,8.668558274,8.687483989,8.361684285,1.590853764,3.020998543,1.556668233,1.347265,2.589351298,1.012669478,0.67237461,3.838669731,-0.290860348,4.025873713,0.911057546,1.43119899,1.249369109,2.194298728,3.365445808,2.068346632
'228554_at',3.917420668,2.087880567,3.166044416,3.999033365,1.461480372,7.743223037,7.121184395,7.369749935,10.81294302,8.44963886,7.874366299,7.060400582,8.391296436,6.868296133,7.561244768,8.191079971,8.912411166,8.36662237,7.435736542,6.986224146,7.34370238,6.357734227,8.682843062,7.525097718,3.809437793,4.27245865,4.113885679,3.550091,1.566087033,4.274867264,1.160488813,4.370593063,3.080968937,3.409244058,2.849460832,4.203666284,6.100016042,4.478726401,5.132784838,4.055429403,4.59869557,3.154341889,4.609171976,2.97301703,0.202481333,1.788260431,3.511104089,2.05000894,3.585343175,1.638662102,5.94208661,5.739109245,3.731739752,6.080855597,5.360767261,5.007136556,3.952181751,5.397612545,5.409767698,6.25534917,5.609721728,3.873486526,8.996899144,3.422877371,6.983368647,7.091659397
'228725_x_at',6.947593577,6.579722554,6.496023152,6.385590145,6.796976542,7.186995957,7.196825662,6.65544909,6.487231856,7.161471561,7.231410152,7.078552425,7.486164356,7.080581338,7.078053959,7.248610534,7.152083444,6.579326632,7.347345405,6.801899458,6.154767145,6.009272266,6.92709581,7.091138114,4.303380863,1.284347544,1.41123831,5.73938465,5.38325041,4.188371322,5.462420874,5.631536561,4.05210682,5.516075192,5.241027684,5.938151379,4.24489365,5.888256776,5.784954975,6.007486189,5.73480235,5.463278073,5.919056922,5.500616143,5.722814454,6.03802523,5.478201195,6.444435014,5.552263895,6.136473255,0.952715643,0.810320992,4.646770772,0.841971358,4.171725319,0.375267128,1.040015899,3.661942989,5.602538872,0.976066321,3.233758212,6.2476496,6.41237382,6.752108832,5.88510526,6.873410526
'228758_at',7.488258104,7.665754034,7.176618358,7.257792062,6.784574946,6.430610705,6.470701807,6.335454448,6.266550928,6.408895635,6.477466526,6.671912637,5.923048559,6.706441003,6.834773675,6.105424257,6.573425601,7.240396635,6.40140533,6.497860529,4.940706087,5.657499551,4.833080965,4.087886279,5.87706513,7.649076272,7.353805688,7.34095079,7.556192829,6.553685151,6.540196002,7.063141023,7.585717803,7.358662214,5.979910773,6.210984093,6.94335849,6.861441459,7.736146165,7.668796575,7.832506132,7.546574643,7.206433696,7.945365207,7.248610534,7.223624207,7.283318738,7.974429719,7.999732474,6.914844148,8.50486184,8.094126994,7.978933946,8.290045246,8.475240249,8.814428803,8.594063679,8.209891558,7.975928167,7.771452636,8.048175689,5.669985366,6.323229283,5.803264271,6.138800671,5.935825988
'229084_at',3.269733237,2.579070193,2.474618907,4.189498693,2.821497301,3.314387406,2.777037859,4.621030538,5.91297934,5.621742464,5.865815676,5.428346039,4.059772239,4.76547001,6.109005899,5.381714138,5.44120884,4.879513285,4.647379479,2.354712889,3.459510294,3.636542767,5.506717018,4.666484904,5.277796231,5.93202331,5.413026163,6.279469423,5.361001431,5.73480235,6.03345448,5.594493815,3.234007593,5.679253926,5.042331018,6.070037216,5.581323929,4.864813,5.088489281,5.070007855,3.817793123,5.291789125,4.643224005,3.680337344,4.414405026,1.836800858,6.148932427,7.105260138,7.649866222,4.286473646,4.098876657,3.597395049,5.889634307,3.117539426,3.323749223,3.740040672,3.272701996,3.977936729,4.89210145,4.290868955,4.788429476,4.28300902,3.474626144,3.513168987,4.783911618,4.981638873
'229113_s_at',5.593112588,5.679649266,5.245560307,5.090342321,4.914131631,5.966411239,6.380378742,5.820286113,5.679781894,4.982604495,5.572396993,5.513092318,5.100431035,5.044587057,5.397379944,5.628650527,5.361123632,5.712081002,5.79306617,6.533809314,5.076912277,2.525638186,5.043283751,4.973843289,4.582310108,2.374174031,4.742150418,5.466508111,4.710607956,5.168594589,4.798459405,5.567660022,2.342124083,5.147182225,5.482138932,5.180051284,6.338882079,4.897315216,4.768134145,3.653549052,5.89703806,5.595386447,3.870558623,4.269656712,4.965816869,2.150531029,4.822781797,5.291460583,5.423879161,5.608686268,0.774730853,2.219673189,1.213246842,3.702259362,0.190617889,3.338464667,1.608719477,5.221367226,2.185523746,3.761995925,5.066633927,6.094782095,6.229554636,5.453093026,5.688835481,6.308179513
'229124_at',0.62740743,3.450862429,1.779082898,3.291911055,2.977984912,8.25221148,8.25221148,7.421060484,0.542474425,8.625126854,7.386536403,7.874366299,9.327422284,8.000231565,7.35471247,8.072802373,8.446693456,8.805208541,8.822651864,7.788876277,5.840851134,6.226636601,8.388463415,7.852578923,1.61098687,2.069171081,4.310052612,3.022826484,3.375820237,3.11361699,3.864849,4.066370871,1.473250249,3.893616471,3.601560367,2.30397892,1.609333426,2.582137401,2.338581959,2.602758382,4.369842114,1.532304765,2.134472541,4.920643117,2.631920791,0.521003631,4.420654211,1.761770952,4.302264896,1.594673527,1.364094155,3.470844522,0.568594234,4.621724976,0.756474229,3.317414622,3.649320999,4.357222054,2.877522522,1.594255056,2.999463607,0.926622486,3.905083125,2.009599152,3.040314413,2.937746734
'229145_at',6.439951392,6.763786442,6.934032242,6.801463445,6.806894849,6.640782851,6.844438137,7.056127102,6.715313359,6.328373699,6.691088464,7.213273934,7.48755612,7.44226178,7.226687429,7.471383032,7.319823625,7.261502513,7.102720065,7.011169477,5.686411343,6.294605223,6.120724868,6.675347322,7.306942283,7.650258723,7.179908271,7.207239369,7.198221001,7.013371649,6.669695935,7.051900328,6.959220983,6.786062745,6.658248216,6.224494003,7.131234406,6.473059165,6.872089234,7.069174294,6.783293792,6.734092512,7.18726257,6.822746963,7.418483055,7.030280795,7.074480937,6.707283212,6.834773675,6.121798093,6.946388214,6.765888155,6.930786434,6.460839184,6.779243134,6.94830299,7.053129817,6.494544764,6.168659003,6.055695745,6.677326137,5.476750837,6.761750413,6.222412745,6.990771052,6.737604241
'229222_at',4.274867264,4.772690732,4.695410618,4.941862426,4.757223079,5.972931995,5.575616728,6.241550335,6.826884424,6.652846436,7.024379679,6.985012435,7.431504178,6.761332441,7.016269922,7.140687437,7.057134403,7.375985769,7.073481356,6.789501763,6.026557588,5.337809411,5.378341318,5.52401557,6.092345645,6.099410913,6.415005557,6.134606648,5.210392779,5.221136459,4.210400885,5.671431764,5.028340488,5.612603926,5.811606355,5.691867492,6.421404183,6.575925191,6.021475336,5.554332961,6.275004457,5.798050418,5.570323322,6.496969786,6.221610864,5.980816161,5.219655391,5.69848532,6.47142628,6.198701726,5.010265137,6.012731009,5.429700107,5.984197841,5.820427321,4.906184015,5.836111108,5.574977919,5.150856065,4.858971407,5.435832192,2.777833271,4.965918247,3.94853067,3.770855959,3.343407685
'229273_at',-1.40030692,3.589255121,-0.909431683,-0.725019933,3.032250828,3.345971498,3.302815998,4.798143914,6.6372147,4.794388567,5.135797256,3.613440658,2.503916932,3.878204193,4.55898277,4.054557174,3.825023589,3.685338922,3.276847103,2.945802433,4.602667947,2.359318433,4.995340313,4.790855225,6.091565349,6.257804267,6.800154908,6.239953276,5.638033131,4.970248612,4.366708225,6.844651962,6.636615827,6.181357657,5.770401029,6.838699699,6.057214534,7.266988688,7.456379089,7.368217484,6.872089234,6.189245419,6.936839281,7.069174294,6.750216814,6.13848989,6.769259394,6.302217286,7.030778158,6.857635331,3.261346678,3.938951324,-0.140582827,0.52308849,-0.180392685,1.470999151,2.762138104,3.195837647,3.336815786,1.004417995,2.876168695,2.935978329,1.148695194,1.821329584,1.90059693,2.854630709
'229400_at',4.290689476,4.455292405,2.653060204,4.376839019,4.653701643,4.980462719,4.53331281,5.799547909,8.027234262,6.080545888,6.214057723,5.464906665,4.960627915,5.72049871,6.57798048,4.417995624,6.510390295,5.599946229,5.495522917,4.441854799,5.214911728,5.519988042,7.945858926,7.179908271,3.521596187,2.933161653,5.089259005,2.21119383,2.503207935,3.192005048,4.319303137,3.910692585,3.823440391,3.83838502,0.11987759,4.977450339,3.967565224,4.193818369,3.505611155,3.927813088,3.649215479,1.736386335,1.705478918,1.229795112,3.439139172,4.438125165,3.659475144,3.497043535,3.952758278,3.49606049,3.665443652,4.127843359,0.883379006,4.329346014,4.167985962,4.363514579,2.808813284,3.219252692,4.974278898,4.136524796,4.105777272,4.283196089,4.605485699,5.257941707,4.517674511,4.531101965
'229402_at',3.290337612,3.567151398,2.36934275,3.766106407,4.018693585,3.418202562,3.495491297,3.485875578,4.43506831,3.468615208,4.139526576,3.72911265,3.441962902,3.258722942,3.127934746,4.298334647,3.272200826,2.575151083,0.570139832,4.739346722,2.290293352,4.067034639,3.797741315,3.672221013,3.593196146,4.710509906,3.604944217,3.5022269,3.290451881,1.785641489,4.912565522,3.90060598,4.074021997,4.132944097,4.427667801,3.897905825,2.988407637,5.246344279,4.497654225,-0.389231247,3.156432549,2.3467465,3.01642745,4.120419037,3.870069795,3.920609986,4.431474037,3.963791966,2.732784923,4.007936827,5.783327264,3.97024624,5.738428891,6.310889997,6.012131707,6.29331056,6.801239669,6.631945054,5.851352036,6.110800763,6.189245419,4.38270361,4.390184727,3.319939612,6.090954221,3.889168863
'229426_at',4.111643302,4.015639313,4.200065914,3.7392341,2.243342069,2.028519891,4.657422302,1.776669498,4.000268736,0.907745128,1.959339608,1.698132774,1.218126375,0.697326865,1.383423403,3.288145653,2.929674214,3.461068417,1.650319954,4.483795981,1.95046965,3.866107339,3.715889157,3.041551298,2.948753783,3.589370051,0.359094424,1.577709807,2.240678185,3.51447766,3.890517225,4.530523308,1.592868795,1.809197715,3.097090296,4.327869769,0.507107056,1.618843461,1.739192075,2.164542269,2.04550443,3.604304376,5.732384076,2.86822547,2.414247141,3.181807289,4.112295708,2.769517531,0.64032568,3.828270867,6.590570623,6.464314122,5.727297397,7.05437755,6.125713861,5.73008924,5.387335559,5.689741679,5.267295702,5.100092746,6.201928736,3.351729715,4.447969962,4.469581834,4.172099656,4.377027653
'229461_x_at',0.782269295,3.791361613,1.807829419,3.69661489,2.935233991,4.691533711,3.776268883,4.370224534,6.591118391,6.519461438,5.769988144,5.489674712,6.432919967,6.339562587,4.60025246,5.446575389,6.740301166,6.390471337,5.914112306,4.478638597,5.00025823,3.57144629,3.104454339,2.459805222,6.521139431,6.464692883,4.910796546,7.404069881,5.417816061,6.268218495,7.557670592,5.397612545,6.609027464,5.700455469,6.394157062,5.974121223,5.528904365,5.392863609,5.753836866,4.596047323,4.71528867,4.533983184,5.075805241,4.299458196,4.530803264,4.796408467,4.430159776,5.105293487,4.30574267,5.988196758,3.548233847,3.249947437,4.103314292,3.509545479,4.684947623,3.635495118,5.92420407,4.993832794,3.975220017,4.556460853,5.269053519,1.863661521,4.284591324,2.373644004,5.026737155,3.274395573
'229623_at',4.86349429,5.424366144,3.797125727,4.995340313,5.321982883,7.274841205,5.874805902,7.311188852,5.474551411,7.069950476,7.576963588,7.92744194,8.211110763,7.470717532,7.726701648,7.315681987,7.814922442,7.289434873,7.094982143,7.461737011,7.078804543,5.489424519,5.92420407,5.953850647,5.659452169,5.772725942,5.93728374,5.136122881,4.328696316,5.81423486,5.696613774,4.959149898,5.348379802,4.308933479,5.982739205,6.165029812,6.240605334,6.502268319,4.354391028,5.687212987,5.542114642,5.694403791,4.752231459,3.439359414,5.341763373,5.996477223,5.578534481,3.61753714,4.684158866,3.159301604,5.725692307,5.193887318,4.777733387,5.160185348,5.947867758,3.971961963,4.575630536,5.457159798,4.549202451,4.385558894,3.018790158,4.636344599,4.809687125,6.05888887,8.724236072,5.531055727
'229849_at',3.60348371,4.750708372,4.518927731,3.971761389,4.931748451,8.372959682,8.390562913,8.60076809,5.727297397,8.321798075,8.049817975,7.836071328,8.847866643,8.738714168,8.190447527,7.150502112,8.341588311,8.096974153,8.173395228,7.571051338,8.299243296,7.683306424,7.943940895,8.642676758,8.981124994,8.913502541,8.751449001,8.601641104,8.45263882,9.357567269,9.444419764,8.901172865,8.624232993,8.993309505,8.455576301,6.22744604,5.986738218,5.925357683,5.6636754,4.980786595,5.684438714,8.427311128,4.591551731,6.874749617,5.636173751,6.903883285,4.758241881,7.025123469,7.519490801,6.132566887,8.119333206,7.844126499,8.607675625,8.585536207,7.687250349,8.451929616,7.334975157,7.533525415,8.099200577,7.134128644,8.004325101,4.435170833,4.816667096,6.145967495,5.037780315,5.39929724
'230100_x_at',5.234508251,5.030480968,5.71970817,5.014917725,5.066402004,5.393461512,5.238185522,4.783618745,4.909851513,5.100644182,5.275484159,5.17119975,5.587559074,5.211951777,5.132897031,5.124902678,5.473658144,5.100092746,5.122368838,5.1128242,4.690433077,4.594887042,4.412311878,4.437823584,5.113389597,5.100747968,4.491238152,6.007486189,5.227548131,5.300254709,7.061384332,5.1464039,5.96612289,5.079740902,6.186666962,5.64311514,5.459489233,5.563096429,4.981005034,3.754286044,4.186508035,4.497469909,5.687212987,3.772044716,5.521618845,5.22593692,6.514663875,7.150234426,5.617576258,5.130306031,4.150473504,5.230636417,4.393196263,4.420752815,3.215947599,5.032212343,1.379082329,4.398648109,4.826793333,5.163414481,3.446286619,4.237654843,4.710607956,4.797744672,4.539391232,4.971815453
'230204_at',4.377214179,6.610564641,4.258054159,4.185285021,4.276107919,3.884206631,4.493055773,4.002189057,4.2322214,3.801425195,4.074021997,4.157247085,4.060233787,3.03058548,4.467294915,4.395199403,3.860759255,3.5657503,3.037553374,4.040393695,4.575145436,4.090815434,4.423116171,4.291249814,4.342816868,4.719399385,5.666723135,1.787867668,3.048691054,5.189259206,2.036587517,5.405668693,4.680965572,4.339513743,5.396629637,5.280790544,4.279194763,4.873595076,4.879302,5.301782684,4.291341771,2.01301079,5.437553909,5.420881698,3.121482628,5.416844724,5.383490202,5.041242122,4.269187387,3.710420069,1.491432956,2.941049565,4.897517717,4.993504248,3.470844522,4.809687125,3.892349263,4.404882057,1.797221586,4.316191304,4.728556416,3.659994519,2.412298877,4.489052556,3.843655375,4.773901202
'230229_at',6.369483899,6.194705307,5.666596828,6.429909626,6.185378924,5.35313476,5.26244253,5.862567567,5.174115014,6.595990515,6.822955307,6.791641763,6.196013496,6.395377991,5.93361479,6.454460177,6.343652704,6.785214984,6.444971481,5.821294183,5.97931339,7.071419016,5.793766773,6.19725705,7.265826079,6.757128758,7.256661332,7.256947812,7.542326825,7.561943788,7.418151783,7.455044242,7.132550281,7.557670592,7.24804255,7.572528356,6.957099312,7.510287281,7.480100998,7.798851468,6.893923472,7.74863503,7.336457636,7.639874989,7.351341108,7.590525805,7.258390479,7.316863605,6.640782851,7.774840151,5.514321511,6.014057063,6.241225724,6.22744604,6.639982448,6.652258992,6.752323538,6.308013897,5.183412012,6.291310288,6.41237382,6.406297081,5.994116395,6.257804267,6.07354595,4.262380929
'230297_x_at',4.084782551,3.494244853,4.869260857,4.320917672,3.878404628,5.175233385,5.571367437,5.197833862,3.736197761,4.150840612,4.458061051,4.182475995,4.03453372,4.170512555,3.859885057,4.228836837,4.20767883,4.207303152,4.242544766,4.189406843,4.00160673,3.999033365,5.046016591,4.729960495,4.855389925,4.943627865,3.714778171,5.362678498,4.961484113,4.572481006,5.854470184,5.517575891,5.096582872,4.813427465,4.257117468,3.934621219,3.869579409,4.677875981,2.936710251,3.004206162,3.498135265,4.932576187,4.44460625,4.469020521,3.568528508,4.832768665,4.548033793,4.173313307,4.252756453,4.147093955,3.384878489,4.623293657,4.259081622,2.974726335,3.452208499,4.38961683,4.907126074,3.081899211,4.531391506,3.994528007,3.78506406,4.23195172,5.047755333,4.401464903,5.191073766,4.88819144
'230331_at',3.962168812,2.845200447,3.062383113,0.558915601,1.764663241,2.505833863,2.747310326,3.241279287,3.690901466,4.88214914,2.791565197,3.972152335,3.485547926,4.004227616,4.496912524,2.852955935,3.726702056,3.998939235,2.638067465,3.309224075,0.203718165,3.234505799,0.352840153,2.651885897,3.825023589,3.106186672,1.715652773,0.998006057,0.087589463,2.933899953,3.133862444,4.207865564,3.184202459,4.306303636,3.829539721,3.077129354,-0.368680899,2.521125738,3.426036679,2.945075041,3.743310843,3.842564912,3.974361818,3.478948137,4.549677832,0.854513215,5.026002125,3.266418062,2.552659517,2.882426292,9.838161496,10.28144587,7.601174594,9.378012721,8.807251607,9.574755209,6.357053888,10.33368664,8.016802775,5.995301253,9.705697246,3.271587247,2.646069974,3.547577547,2.750987588,2.474975126
